name,state,total_population,median_household_income,gross_rent,median_home_value,total_in_labor_workforce,total_not_in_labor_workforce,total_education,education_no_hs,education_hs,education_associates,education_bachelors,education_graduate,total_occupancy_status,occupancy_status_occupied,occupancy_status_vacant,total_home_tenure,home_tenure_owner_occupied,home_tenure_renter_occupied,reporting_date,region_type,city
ZCTA5 07021,34,2290,247000,3501,945500,1624,580,1454,22,114,155,542,621,798,726,72,726,707,19,2022-01-01,zipcode,Essex fells
ZCTA5 07022,34,14935,59359,1517,475600,12852,4335,10735,2637,3153,2335,1668,942,5964,5823,141,5823,1895,3928,2022-01-01,zipcode,Fairview
ZCTA5 07023,34,7723,177727,2254,588100,6086,1779,5437,128,666,728,2302,1613,2808,2808,0,2808,2438,370,2022-01-01,zipcode,Fanwood
ZCTA5 07024,34,39781,101603,2161,393200,33652,12753,31118,1454,5190,4937,10664,8873,19626,18304,1322,18304,10694,7610,2022-01-01,zipcode,Fort lee
ZCTA5 07026,34,32472,72026,1491,430500,26718,9178,22798,3371,9132,5225,3239,1831,12130,11544,586,11544,5375,6169,2022-01-01,zipcode,Garfield
ZCTA5 07027,34,4542,107823,1575,469800,3881,1163,3460,127,961,1007,869,496,1972,1956,16,1956,1000,956,2022-01-01,zipcode,Garwood
ZCTA5 07028,34,7970,239192,2042,693100,5894,1775,4938,28,441,442,2016,2011,2540,2540,0,2540,2419,121,2022-01-01,zipcode,Glen ridge
ZCTA5 07029,34,21935,71750,1934,422100,18072,5158,16130,2136,4253,2666,3381,3694,9933,9377,556,9377,2146,7231,2022-01-01,zipcode,Harrison
ZCTA5 07030,34,58754,168137,2648,859300,50500,10094,44236,1801,3363,3246,21549,14277,30211,27879,2332,27879,9589,18290,2022-01-01,zipcode,Hoboken
ZCTA5 07031,34,16352,96869,1656,442700,13722,4273,12385,833,3704,3349,2812,1687,6953,6634,319,6634,3116,3518,2022-01-01,zipcode,North arlington
ZCTA5 07032,34,41157,81307,1557,404000,33730,10954,29402,4742,9585,6656,5773,2646,15362,14703,659,14703,6933,7770,2022-01-01,zipcode,Kearny
ZCTA5 07033,34,8345,97600,1884,462100,6181,1682,5533,534,1501,1858,1052,588,2904,2802,102,2802,1844,958,2022-01-01,zipcode,Kenilworth
ZCTA5 07034,34,10064,95673,1402,390400,8474,2629,7413,559,1795,1229,2697,1133,4296,4158,138,4158,2480,1678,2022-01-01,zipcode,Lake hiawatha
ZCTA5 07035,34,10922,112579,1658,408200,9540,3116,8409,612,2294,1611,2523,1369,4264,4136,128,4136,3197,939,2022-01-01,zipcode,Lincoln park
ZCTA5 07036,34,44996,85748,1541,355300,36605,10994,31767,4478,10941,9156,4796,2396,16812,15976,836,15976,9337,6639,2022-01-01,zipcode,Linden
ZCTA5 07039,34,31091,202619,2818,709800,23988,8440,20918,871,2235,2349,7446,8017,10655,10378,277,10378,9037,1341,2022-01-01,zipcode,Livingston
ZCTA5 07040,34,25384,165681,1990,638000,19331,5054,16490,744,1582,2923,5954,5287,8751,8401,350,8401,6467,1934,2022-01-01,zipcode,Maplewood
ZCTA5 07041,34,7412,199602,1933,941800,5530,1637,4973,171,418,299,1783,2302,2838,2589,249,2589,1786,803,2022-01-01,zipcode,Millburn
ZCTA5 07042,34,26945,130329,1956,673900,21594,5715,19175,491,2597,3481,6591,6015,11683,10925,758,10925,5592,5333,2022-01-01,zipcode,Montclair
ZCTA5 07043,34,13425,231214,2294,883400,10278,3224,8527,146,346,1041,2832,4162,4606,4284,322,4284,3585,699,2022-01-01,zipcode,Montclair
ZCTA5 07044,34,14438,153236,1939,577100,11350,3653,10360,211,1645,1448,3910,3146,5976,5821,155,5821,4644,1177,2022-01-01,zipcode,Verona
ZCTA5 07045,34,10240,163047,2250,649900,8776,3053,7750,270,1374,864,2828,2414,3832,3720,112,3720,3664,56,2022-01-01,zipcode,Montville
ZCTA5 07046,34,4499,250001,3501,869800,3202,1054,2692,60,260,205,1109,1058,1486,1430,56,1430,1376,54,2022-01-01,zipcode,Mountain lakes
ZCTA5 07047,34,62066,76053,1630,446200,50826,16879,44727,8295,11144,10800,8800,5688,25210,23959,1251,23959,10296,13663,2022-01-01,zipcode,North bergen
ZCTA5 07050,34,33523,50498,1410,304300,25896,9495,21662,4165,7930,5367,2799,1401,13225,12306,919,12306,2740,9566,2022-01-01,zipcode,Orange
ZCTA5 07052,34,48399,127931,1729,472300,39422,12330,34304,2727,6314,7127,10275,7861,18343,17344,999,17344,12464,4880,2022-01-01,zipcode,West orange
ZCTA5 07054,34,30392,105434,1646,558400,25485,7688,22068,1444,3569,3488,7736,5831,12368,11963,405,11963,5958,6005,2022-01-01,zipcode,Parsippany
ZCTA5 07055,34,70048,57832,1341,379800,50611,16875,39814,12961,15009,5446,4145,2253,20884,20182,702,20182,4446,15736,2022-01-01,zipcode,Passaic
ZCTA5 07057,34,11838,79270,1454,452200,9846,3313,8821,709,2735,2196,2295,886,5241,4994,247,4994,1720,3274,2022-01-01,zipcode,Wallington
ZCTA5 07058,34,6052,152422,2249,678600,4885,1541,4304,16,406,1228,1438,1216,2208,2208,0,2208,1441,767,2022-01-01,zipcode,Pine brook
ZCTA5 07059,34,16208,196122,2032,862800,12790,4102,11199,308,1790,1613,3838,3650,5824,5554,270,5554,4922,632,2022-01-01,zipcode,Warren
ZCTA5 07060,34,47883,66761,1489,339400,37171,10462,30338,6982,8661,7440,4919,2336,16432,15678,754,15678,6140,9538,2022-01-01,zipcode,Plainfield
ZCTA5 07062,34,14253,90477,1674,348700,11107,3192,9405,1377,2663,2322,2102,941,4786,4593,193,4593,2912,1681,2022-01-01,zipcode,Plainfield
ZCTA5 07063,34,14849,82188,1669,345600,11012,2722,9344,2296,2859,2243,1304,642,4329,4237,92,4237,2655,1582,2022-01-01,zipcode,Plainfield
ZCTA5 07064,34,4031,140104,1307,399100,3195,827,2796,211,935,760,673,217,1302,1210,92,1210,1122,88,2022-01-01,zipcode,Port reading
ZCTA5 07065,34,29664,86557,1646,343200,24037,7721,21122,1951,6655,5319,4457,2740,12774,12079,695,12079,6655,5424,2022-01-01,zipcode,Rahway
ZCTA5 07066,34,15415,120882,1734,546800,12454,4114,11121,504,3074,2444,2871,2228,6049,5902,147,5902,4526,1376,2022-01-01,zipcode,Clark
ZCTA5 07067,34,18581,129122,1835,439800,15040,5208,13471,1014,3110,3384,3946,2017,6345,6220,125,6220,5558,662,2022-01-01,zipcode,Colonia
ZCTA5 07068,34,6221,135451,3092,614300,4962,1650,4725,127,845,795,1582,1376,2466,2451,15,2451,1884,567,2022-01-01,zipcode,Roseland
ZCTA5 07069,34,6651,152168,2302,788800,5444,1731,4926,222,735,1101,1676,1192,2392,2324,68,2324,2033,291,2022-01-01,zipcode,Watchung
ZCTA5 07070,34,18754,128576,1700,572300,15759,5184,13006,664,2418,2665,4382,2877,6931,6755,176,6755,4211,2544,2022-01-01,zipcode,Rutherford
ZCTA5 07071,34,22332,104338,1705,477100,18577,5852,16270,1763,4626,3749,3952,2180,9505,9055,450,9055,5227,3828,2022-01-01,zipcode,Lyndhurst
ZCTA5 07072,34,6341,89669,1493,517200,5569,1758,4602,268,1777,1082,898,577,2762,2586,176,2586,1543,1043,2022-01-01,zipcode,Carlstadt
ZCTA5 07073,34,10020,92536,1712,446900,8484,2584,7393,810,1524,1859,2223,977,4539,4258,281,4258,1444,2814,2022-01-01,zipcode,East rutherford
ZCTA5 07074,34,3093,90263,1111,416400,2330,679,2051,172,638,599,410,232,1006,950,56,950,668,282,2022-01-01,zipcode,Moonachie
ZCTA5 07075,34,9978,132901,1764,499700,8375,2136,7250,230,1126,1853,2345,1696,3961,3851,110,3851,2432,1419,2022-01-01,zipcode,Wood ridge
ZCTA5 07076,34,24727,179531,1790,663700,19318,5898,17016,598,2288,2638,6538,4954,8975,8823,152,8823,7352,1471,2022-01-01,zipcode,Scotch plains
ZCTA5 07077,34,2695,107887,1387,360300,2211,634,2080,205,891,435,275,274,1136,1084,52,1084,786,298,2022-01-01,zipcode,Sewaren
ZCTA5 07078,34,14287,250001,3501,1566500,10334,3594,8830,88,287,572,2636,5247,4513,4513,0,4513,3932,581,2022-01-01,zipcode,Short hills
ZCTA5 07079,34,18648,173012,2186,769100,15025,5123,11192,267,1093,1336,4048,4448,6084,5863,221,5863,3842,2021,2022-01-01,zipcode,South orange
ZCTA5 07080,34,24256,123516,1881,417500,19914,6047,17723,1328,4269,4514,4517,3095,8389,8139,250,8139,6950,1189,2022-01-01,zipcode,South plainfield
ZCTA5 07081,34,17011,141759,2089,552400,14017,3288,12135,659,1723,1857,4979,2917,6942,6610,332,6610,4082,2528,2022-01-01,zipcode,Springfield
ZCTA5 07082,34,5612,153977,1848,633300,4445,1474,3760,62,588,464,1608,1038,2039,1968,71,1968,1871,97,2022-01-01,zipcode,Towaco
ZCTA5 07083,34,56900,114938,1879,404400,48268,14641,41358,4290,10133,10077,11359,5499,20577,19742,835,19742,14742,5000,2022-01-01,zipcode,Union
ZCTA5 07086,34,16790,120395,2314,770600,14108,3145,13449,1104,2169,1639,4613,3924,9042,7862,1180,7862,2719,5143,2022-01-01,zipcode,Weehawken
ZCTA5 07087,34,67258,59967,1415,448000,53847,17131,45032,10691,15251,7553,7798,3739,27258,25610,1648,25610,5048,20562,2022-01-01,zipcode,Union city
ZCTA5 07088,34,3056,86556,1825,333600,2536,971,2102,238,568,612,483,201,1171,1145,26,1145,673,472,2022-01-01,zipcode,Vauxhall
ZCTA5 07090,34,30852,202450,2179,889400,22926,7298,20018,281,1948,2329,8100,7360,10861,10439,422,10439,8331,2108,2022-01-01,zipcode,Westfield
ZCTA5 07092,34,6991,162531,3501,719000,5588,2370,5024,188,755,826,1485,1770,2588,2537,51,2537,2141,396,2022-01-01,zipcode,Mountainside
ZCTA5 07093,34,64203,70683,1595,388200,52683,15867,46223,10446,11763,7520,9893,6601,27482,25581,1901,25581,6895,18686,2022-01-01,zipcode,West new york
ZCTA5 07094,34,21470,129348,2154,557800,17779,5833,16365,830,3049,2591,5404,4491,9202,8607,595,8607,4369,4238,2022-01-01,zipcode,Secaucus
ZCTA5 07095,34,20927,103481,1973,344200,16836,5157,14668,1064,3900,4404,3231,2069,8299,7812,487,7812,4187,3625,2022-01-01,zipcode,Woodbridge
ZCTA5 07102,34,13506,35515,1159,368400,11646,5324,9035,1753,2876,1820,1508,1078,6620,6288,332,6288,400,5888,2022-01-01,zipcode,Newark
ZCTA5 07103,34,35318,40653,1216,238900,27337,11846,21124,4392,6676,5479,2789,1788,13994,12793,1201,12793,2949,9844,2022-01-01,zipcode,Newark
ZCTA5 07104,34,55412,51511,1280,330000,43332,15968,35720,9979,11255,7864,4607,2015,21331,20197,1134,20197,5475,14722,2022-01-01,zipcode,Newark
ZCTA5 07105,34,56696,51927,1520,430000,45114,14612,38416,11028,17647,4234,4136,1371,20467,19484,983,19484,3380,16104,2022-01-01,zipcode,Newark
ZCTA5 07106,34,36538,48983,1163,282800,28724,9849,24646,3142,9392,7855,2961,1296,13898,12682,1216,12682,4319,8363,2022-01-01,zipcode,Newark
ZCTA5 07107,34,41907,46916,1239,317400,32401,12089,27097,6666,10852,6402,2172,1005,16022,15112,910,15112,4664,10448,2022-01-01,zipcode,Newark
ZCTA5 07108,34,27830,32739,1055,298200,20134,7964,16734,2722,5887,5202,2210,713,12657,11130,1527,11130,1850,9280,2022-01-01,zipcode,Newark
ZCTA5 07109,34,37893,85374,1551,360700,31306,9847,26730,3684,8332,6720,5659,2335,14591,13715,876,13715,7403,6312,2022-01-01,zipcode,Belleville
ZCTA5 07110,34,29695,112318,1622,462500,24324,7309,21493,1021,5346,4224,6428,4474,12120,11676,444,11676,7926,3750,2022-01-01,zipcode,Nutley
ZCTA5 07111,34,60268,57293,1273,258900,47602,15120,39815,5182,14753,10989,5800,3091,24586,22178,2408,22178,6593,15585,2022-01-01,zipcode,Irvington
ZCTA5 07112,34,27122,49966,1301,291200,21371,6912,17644,2198,6476,5697,2529,744,12042,10823,1219,10823,3029,7794,2022-01-01,zipcode,Newark
ZCTA5 07114,34,13154,32591,625,409300,11088,6575,9708,2643,3888,2127,827,223,4900,4205,695,4205,870,3335,2022-01-01,zipcode,Newark
ZCTA5 07201,34,27996,60377,1414,363800,21154,6422,18482,4325,6999,4339,2131,688,10600,9545,1055,9545,2157,7388,2022-01-01,zipcode,Elizabeth
ZCTA5 07202,34,44673,63032,1407,328600,34926,12527,29431,7032,11983,6916,2307,1193,15591,14985,606,14985,3694,11291,2022-01-01,zipcode,Elizabeth
ZCTA5 07203,34,22500,75264,1367,293300,18781,5561,15645,1855,5389,4540,2524,1337,8554,8223,331,8223,4391,3832,2022-01-01,zipcode,Roselle
ZCTA5 07204,34,13964,97769,1455,359400,11295,2714,10129,862,3012,2400,2563,1292,5252,5100,152,5100,3069,2031,2022-01-01,zipcode,Roselle park
ZCTA5 07205,34,22262,89804,1596,339700,17748,4966,15070,2148,4703,3828,2981,1410,7749,7248,501,7248,5066,2182,2022-01-01,zipcode,Hillside
ZCTA5 07206,34,30364,54206,1457,296300,22797,9070,18283,6747,6967,3376,706,487,9520,8839,681,8839,2350,6489,2022-01-01,zipcode,Elizabethport
ZCTA5 07208,34,32632,59085,1309,408700,26053,7561,21820,4495,7850,4593,3312,1570,13020,12119,901,12119,3238,8881,2022-01-01,zipcode,Elizabeth
ZCTA5 07302,34,53237,165235,2792,862800,45727,8141,43574,1582,4027,3699,17156,17110,28503,26529,1974,26529,6595,19934,2022-01-01,zipcode,Jersey city
ZCTA5 07304,34,50805,65504,1500,466000,39126,13224,33843,3626,9751,6889,8475,5102,20664,19122,1542,19122,5494,13628,2022-01-01,zipcode,Jersey city
ZCTA5 07305,34,70738,73735,1523,400600,55019,19772,47259,5894,14473,11502,10054,5336,27736,25628,2108,25628,10968,14660,2022-01-01,zipcode,Jersey city
ZCTA5 07306,34,54779,74610,1522,477600,45076,16401,38848,4806,7997,6635,11871,7539,24342,22582,1760,22582,5292,17290,2022-01-01,zipcode,Jersey city
ZCTA5 07307,34,42184,76664,1591,546600,34731,10669,30792,4599,7460,5236,8236,5261,18688,17132,1556,17132,5748,11384,2022-01-01,zipcode,Jersey city
ZCTA5 07310,34,14371,191912,3327,859300,13117,2364,11590,137,690,752,3481,6530,7909,7122,787,7122,785,6337,2022-01-01,zipcode,Jersey city
ZCTA5 07311,34,1785,175795,3501,-666666666,1614,120,1540,25,0,30,700,785,1242,1163,79,1163,0,1163,2022-01-01,zipcode,Jersey city
ZCTA5 07401,34,6817,163875,2589,731300,5174,2084,4549,123,354,793,1816,1463,2419,2271,148,2271,1817,454,2022-01-01,zipcode,Allendale
ZCTA5 07403,34,7726,125865,1795,364200,6667,2087,5409,469,1448,1407,1247,838,3018,2949,69,2949,1935,1014,2022-01-01,zipcode,Bloomingdale
ZCTA5 07405,34,17993,125896,1563,521900,15051,4532,12781,449,2682,2492,4893,2265,6940,6810,130,6810,5448,1362,2022-01-01,zipcode,Butler
ZCTA5 07407,34,21261,84578,1979,434900,17173,5599,14760,1386,4933,3675,3199,1567,7464,7220,244,7220,3892,3328,2022-01-01,zipcode,Elmwood park
ZCTA5 07410,34,34948,141540,1836,488300,27252,8687,24074,813,3864,4466,8162,6769,12621,12309,312,12309,9755,2554,2022-01-01,zipcode,Fair lawn
ZCTA5 07416,34,5736,88557,1136,236400,4887,1783,4395,338,1853,1263,671,270,2815,2576,239,2576,1635,941,2022-01-01,zipcode,Franklin
ZCTA5 07417,34,11010,204833,3043,1135700,8686,3838,7471,76,723,896,3102,2674,3879,3770,109,3770,3316,454,2022-01-01,zipcode,Franklin lakes
ZCTA5 07418,34,2473,178750,-666666666,309600,1992,580,1701,51,504,422,263,461,909,900,9,900,887,13,2022-01-01,zipcode,Glenwood
ZCTA5 07419,34,9927,112555,1711,273300,8105,2515,7209,311,2138,2420,1537,803,4339,4057,282,4057,3138,919,2022-01-01,zipcode,Hamburg
ZCTA5 07420,34,5185,99375,1714,332900,4358,1482,3935,272,1657,769,889,348,1898,1857,41,1857,1311,546,2022-01-01,zipcode,Haskell
ZCTA5 07421,34,7312,134179,2192,354300,6067,1517,5357,120,2018,1145,1519,555,3191,2803,388,2803,2563,240,2022-01-01,zipcode,Hewitt
ZCTA5 07422,34,5401,106741,1660,270700,4672,1338,4068,166,1185,1201,1127,389,2570,2149,421,2149,2066,83,2022-01-01,zipcode,Highland lakes
ZCTA5 07423,34,4234,250001,1914,949800,3092,945,2618,49,127,275,1059,1108,1561,1409,152,1409,1299,110,2022-01-01,zipcode,Ho ho kus
ZCTA5 07424,34,27474,106107,1720,449700,23639,7470,19217,1218,5069,4426,5790,2714,11133,10925,208,10925,7353,3572,2022-01-01,zipcode,Little falls
ZCTA5 07430,34,25471,120618,2186,565900,21755,7896,16807,721,2597,3558,6101,3830,9873,9644,229,9644,7759,1885,2022-01-01,zipcode,Mahwah
ZCTA5 07432,34,7011,135909,1750,559200,5801,1901,5120,236,1129,1023,1705,1027,2966,2882,84,2882,1968,914,2022-01-01,zipcode,Midland park
ZCTA5 07435,34,2453,136600,2527,455400,2101,648,1880,5,496,592,544,243,1411,1030,381,1030,787,243,2022-01-01,zipcode,Newfoundland
ZCTA5 07436,34,12731,162910,1536,535900,10354,3079,8905,275,1834,1968,2962,1866,4702,4378,324,4378,3989,389,2022-01-01,zipcode,Oakland
ZCTA5 07438,34,11209,120242,1377,385300,9191,2790,8076,460,2098,2098,2259,1161,4703,4346,357,4346,3920,426,2022-01-01,zipcode,Oak ridge
ZCTA5 07439,34,2215,107569,1538,277100,1874,482,1661,91,581,550,355,84,952,827,125,827,767,60,2022-01-01,zipcode,Ogdensburg
ZCTA5 07440,34,4620,154038,921,493800,3660,1028,3232,189,847,753,832,611,1540,1506,34,1506,1343,163,2022-01-01,zipcode,Pequannock
ZCTA5 07442,34,11052,113781,1716,373900,8848,2319,7714,404,2341,1816,2186,967,4311,4227,84,4227,3301,926,2022-01-01,zipcode,Pompton lakes
ZCTA5 07444,34,10941,111503,3370,484600,9602,4244,8309,238,1834,1975,2190,2072,4902,4704,198,4704,3843,861,2022-01-01,zipcode,Pompton plains
ZCTA5 07446,34,14739,160589,2134,657400,11585,4075,9652,348,1212,1576,4094,2422,5285,5221,64,5221,4400,821,2022-01-01,zipcode,Ramsey
ZCTA5 07450,34,26054,211154,2349,858300,19672,6743,16729,348,1400,1823,7169,5989,9119,8703,416,8703,7228,1475,2022-01-01,zipcode,Ridgewood
ZCTA5 07452,34,12086,202586,1909,786300,8542,2594,7123,177,684,959,2674,2629,3802,3652,150,3652,3298,354,2022-01-01,zipcode,Glen rock
ZCTA5 07456,34,11692,141800,2178,417500,9694,2841,8514,232,2274,1875,2768,1365,4375,4256,119,4256,4038,218,2022-01-01,zipcode,Ringwood
ZCTA5 07457,34,4081,103214,2568,383000,3434,1145,3070,89,889,738,805,549,1954,1904,50,1904,1334,570,2022-01-01,zipcode,Riverdale
ZCTA5 07458,34,11676,233669,2871,1156400,9331,3381,7982,263,801,1086,3235,2597,4046,3924,122,3924,3441,483,2022-01-01,zipcode,Saddle river
ZCTA5 07460,34,3131,105787,2220,333500,2551,810,2218,224,448,693,528,325,1391,1329,62,1329,1215,114,2022-01-01,zipcode,Stockholm
ZCTA5 07461,34,18275,103389,1467,326100,15367,4947,13013,812,4232,3993,2697,1279,7873,6980,893,6980,5802,1178,2022-01-01,zipcode,Sussex
ZCTA5 07462,34,6712,92596,1563,240300,5966,1515,5130,136,2147,1287,1123,437,3544,3042,502,3042,2453,589,2022-01-01,zipcode,Vernon
ZCTA5 07463,34,10068,150861,1964,546200,7617,2078,6920,365,1397,1388,2456,1314,3423,3423,0,3423,3104,319,2022-01-01,zipcode,Waldwick
ZCTA5 07465,34,6032,112366,2058,360200,5140,1713,4527,243,1170,1186,1439,489,2530,2420,110,2420,1972,448,2022-01-01,zipcode,Wanaque
ZCTA5 07470,34,54557,147740,2038,565700,44596,15596,36942,1608,7782,6784,12505,8263,19513,18907,606,18907,14738,4169,2022-01-01,zipcode,Wayne
ZCTA5 07480,34,14884,111786,1384,338200,12390,4006,10770,450,2828,3407,2346,1739,6333,5924,409,5924,5233,691,2022-01-01,zipcode,West milford
ZCTA5 07481,34,16802,184458,2175,885400,13224,4917,11723,411,1679,2122,4213,3298,6220,5837,383,5837,5307,530,2022-01-01,zipcode,Wyckoff
ZCTA5 07501,34,35492,38776,1353,283300,26035,10884,21223,6377,8819,4189,1580,258,13018,12172,846,12172,1648,10524,2022-01-01,zipcode,Paterson
ZCTA5 07502,34,17328,72036,1418,329700,12824,3882,10373,2181,4035,2334,1552,271,4681,4561,120,4561,2526,2035,2022-01-01,zipcode,Paterson
ZCTA5 07503,34,19625,60431,1525,313500,15381,5595,12399,2632,5458,2673,1249,387,6557,6291,266,6291,1814,4477,2022-01-01,zipcode,Paterson
ZCTA5 07504,34,13781,64810,1441,359900,10832,4087,9014,1529,3509,2132,1395,449,4349,4163,186,4163,1492,2671,2022-01-01,zipcode,Paterson
ZCTA5 07505,34,4592,23780,1009,375000,3720,2086,3261,1040,1510,347,292,72,1613,1552,61,1552,54,1498,2022-01-01,zipcode,Paterson
ZCTA5 07506,34,19456,105168,1746,481500,16287,4510,14867,818,3728,3517,4559,2245,7887,7585,302,7585,5148,2437,2022-01-01,zipcode,Hawthorne
ZCTA5 07508,34,23631,95711,1693,412500,19069,6687,16702,1872,6158,3760,3330,1582,8361,8064,297,8064,5102,2962,2022-01-01,zipcode,Haledon
ZCTA5 07512,34,10975,112097,1620,470700,8728,2878,7869,550,2438,2079,1978,824,3860,3781,79,3781,2929,852,2022-01-01,zipcode,Totowa
ZCTA5 07513,34,11069,71023,1524,344200,8430,2621,7410,1605,3125,1833,596,251,3253,3161,92,3161,1000,2161,2022-01-01,zipcode,Paterson
ZCTA5 07514,34,18461,56686,1406,271200,13952,4735,12171,2606,5047,3070,1108,340,6817,6167,650,6167,1912,4255,2022-01-01,zipcode,Paterson
ZCTA5 07522,34,22377,46711,1368,209400,16481,5731,13304,2839,6173,2888,1094,310,7613,7140,473,7140,1498,5642,2022-01-01,zipcode,Paterson
ZCTA5 07524,34,15139,47889,1377,353200,11216,3848,9304,2208,4416,1434,1001,245,4740,4471,269,4471,1120,3351,2022-01-01,zipcode,Paterson
ZCTA5 07601,34,45758,79133,1750,353000,39348,11978,35651,4868,8683,7573,8993,5534,20883,19770,1113,19770,7214,12556,2022-01-01,zipcode,Hackensack
ZCTA5 07603,34,8940,113260,1771,429100,7296,2265,6409,683,1386,1942,1260,1138,3316,3199,117,3199,2155,1044,2022-01-01,zipcode,Bogota
ZCTA5 07604,34,12080,114219,1587,488700,9930,2982,8513,558,2239,2134,2152,1430,4540,4283,257,4283,3049,1234,2022-01-01,zipcode,Hasbrouck heights
ZCTA5 07605,34,9291,110583,1947,619700,7597,2524,6611,475,731,1361,2575,1469,3579,3441,138,3441,2310,1131,2022-01-01,zipcode,Leonia
ZCTA5 07606,34,2820,87813,1801,447000,2299,730,1973,256,730,427,425,135,975,918,57,918,458,460,2022-01-01,zipcode,South hackensack
ZCTA5 07607,34,10040,119057,1880,470100,8498,2929,7430,520,1821,1896,1886,1307,3848,3702,146,3702,2593,1109,2022-01-01,zipcode,Maywood
ZCTA5 07608,34,91,-666666666,1783,-666666666,71,31,62,14,14,16,13,5,27,27,0,27,0,27,2022-01-01,zipcode,Teterboro
ZCTA5 07620,34,1449,228194,2750,2000001,1152,515,1018,30,86,99,454,349,594,515,79,515,480,35,2022-01-01,zipcode,Alpine
ZCTA5 07621,34,28223,121738,1651,437700,22836,7154,19458,1574,4802,4245,6574,2263,9580,9306,274,9306,6473,2833,2022-01-01,zipcode,Bergenfield
ZCTA5 07624,34,8555,181652,2558,774100,6527,1903,5666,273,783,831,2050,1729,2881,2721,160,2721,2194,527,2022-01-01,zipcode,Closter
ZCTA5 07626,34,9105,162430,2075,722000,7123,2526,6214,272,999,1350,2077,1516,3136,3060,76,3060,2461,599,2022-01-01,zipcode,Cresskill
ZCTA5 07627,34,4930,165119,3501,938700,3639,1310,3284,25,214,561,1247,1237,1743,1690,53,1690,1437,253,2022-01-01,zipcode,Demarest
ZCTA5 07628,34,18014,116708,1710,439800,15150,4649,12754,703,3369,3002,3534,2146,6815,6593,222,6593,4760,1833,2022-01-01,zipcode,Dumont
ZCTA5 07630,34,7281,141908,2024,610800,5988,2011,5322,159,1018,1516,1800,829,2664,2626,38,2626,2321,305,2022-01-01,zipcode,Emerson
ZCTA5 07631,34,29109,93134,1729,453200,23982,7500,21014,1871,4637,5244,4724,4538,12277,11317,960,11317,6178,5139,2022-01-01,zipcode,Englewood
ZCTA5 07632,34,5347,213261,3501,1231400,4373,1530,3905,142,387,424,1302,1650,2049,1860,189,1860,1539,321,2022-01-01,zipcode,Englewood cliffs
ZCTA5 07640,34,4826,183138,3501,689900,3806,1391,3344,59,355,588,1548,794,1819,1737,82,1737,1696,41,2022-01-01,zipcode,Harrington park
ZCTA5 07641,34,3342,215972,-666666666,777400,2498,853,2139,64,248,338,719,770,1184,1069,115,1069,993,76,2022-01-01,zipcode,Haworth
ZCTA5 07642,34,10125,175802,1755,636600,8335,2345,6852,259,998,1288,2465,1842,3515,3416,99,3416,3102,314,2022-01-01,zipcode,Hillsdale
ZCTA5 07643,34,10954,72722,1705,389800,9500,2826,8148,821,2408,2164,1923,832,4466,4334,132,4334,1742,2592,2022-01-01,zipcode,Little ferry
ZCTA5 07644,34,25969,80044,1596,423900,21233,6956,18116,2768,5582,4672,3188,1906,9826,9279,547,9279,4112,5167,2022-01-01,zipcode,Lodi
ZCTA5 07645,34,8413,175179,2038,673700,6888,2552,6036,325,1023,1426,1884,1378,3123,3066,57,3066,2576,490,2022-01-01,zipcode,Montvale
ZCTA5 07646,34,16888,107976,1669,480000,13277,3683,11815,721,2332,3004,3815,1943,6360,6170,190,6170,3920,2250,2022-01-01,zipcode,New milford
ZCTA5 07647,34,5336,122222,1697,554300,4395,1879,3754,212,868,627,1405,642,1719,1704,15,1704,1341,363,2022-01-01,zipcode,Northvale
ZCTA5 07648,34,5657,156630,2121,633800,4638,1831,3957,144,809,670,1428,906,2028,1964,64,1964,1667,297,2022-01-01,zipcode,Norwood
ZCTA5 07649,34,8208,196023,1917,692200,6495,2136,5353,76,702,782,2155,1638,2780,2733,47,2733,2460,273,2022-01-01,zipcode,Oradell
ZCTA5 07650,34,20231,93250,1897,671400,17713,5715,15450,1352,3189,2448,6601,1860,7413,7119,294,7119,2669,4450,2022-01-01,zipcode,Palisades park
ZCTA5 07652,34,26582,136824,2648,684800,22387,9186,19461,1047,4481,4148,6322,3463,8900,8410,490,8410,6853,1557,2022-01-01,zipcode,Paramus
ZCTA5 07656,34,9098,164241,1887,661300,7744,2568,6475,286,1240,1384,2191,1374,3441,3203,238,3203,2629,574,2022-01-01,zipcode,Park ridge
ZCTA5 07657,34,11465,105609,1782,556000,9790,3217,8444,644,2069,1820,2618,1293,4120,4028,92,4028,1859,2169,2022-01-01,zipcode,Ridgefield
ZCTA5 07660,34,13161,94047,1598,444600,10533,2757,9292,804,2615,2694,2013,1166,5453,5070,383,5070,2775,2295,2022-01-01,zipcode,Ridgefield park
ZCTA5 07661,34,12022,150073,1789,625000,9642,2976,8341,174,636,1525,3748,2258,4468,4369,99,4369,3414,955,2022-01-01,zipcode,River edge
ZCTA5 07662,34,5790,110944,1683,455400,5107,1745,4388,401,1156,882,1489,460,2446,2376,70,2376,1876,500,2022-01-01,zipcode,Rochelle park
ZCTA5 07663,34,14320,123238,1912,440800,11639,3394,10327,765,2798,3150,2498,1116,5458,5321,137,5321,3572,1749,2022-01-01,zipcode,Saddle brook
